created_at,entry_id,field1,field2,field3
2021-01-14 02:15:00 UTC,735,IR15,0,2000-0-0T45:162:0
2021-01-14 15:08:00 UTC,736,IR19,1,2000-0-3T45:162:0
2021-01-15 06:19:00 UTC,737,IR1,1,2000-0-9T45:162:0
2021-01-16 03:12:00 UTC,738,IR7,1,2000-0-1T45:162:0
2021-01-16 16:29:00 UTC,739,IR42,0,2000-0-8T45:162:0
2021-01-16 19:18:00 UTC,740,IR30,0,2000-0-7T45:162:0
2021-01-17 11:43:00 UTC,741,IR5,0,2000-0-9T45:162:0
2021-01-18 07:42:00 UTC,742,IR45,1,2000-0-1T45:162:0
2021-01-18 10:01:00 UTC,743,IR20,0,2000-0-5T45:162:0
2021-01-19 04:35:00 UTC,744,IR24,0,2000-0-2T45:162:0
2021-01-19 19:30:00 UTC,745,IR43,0,2000-0-2T45:162:0
2021-01-20 14:59:00 UTC,746,IR10,1,2000-0-0T45:162:0
2021-01-21 05:16:00 UTC,747,IR42,1,2000-0-3T45:162:0
2021-01-21 14:53:00 UTC,748,IR31,1,2000-0-1T45:162:0
2021-01-21 16:20:00 UTC,749,IR4,1,2000-0-7T45:162:0
2021-01-21 17:59:00 UTC,750,IR18,1,2000-0-8T45:162:0
2021-01-22 13:28:00 UTC,751,IR26,1,2000-0-2T45:162:0
2021-01-22 21:36:00 UTC,752,IR10,0,2000-0-9T45:162:0
2021-01-23 14:42:00 UTC,753,IR20,0,2000-0-6T45:162:0
2021-01-24 06:21:00 UTC,754,IR10,0,2000-0-1T45:162:0
2021-01-24 14:31:00 UTC,755,IR41,0,2000-0-4T45:162:0
2021-01-25 02:54:00 UTC,756,IR15,1,2000-0-6T45:162:0
2021-01-25 06:30:00 UTC,757,IR23,1,2000-0-3T45:162:0
2021-01-25 21:28:00 UTC,758,IR30,0,2000-0-0T45:162:0
2021-01-26 05:19:00 UTC,759,IR24,0,2000-0-3T45:162:0
2021-01-26 20:45:00 UTC,760,IR14,1,2000-0-6T45:162:0
2021-01-26 22:52:00 UTC,761,IR48,1,2000-0-1T45:162:0
2021-01-27 01:40:00 UTC,762,IR35,1,2000-0-4T45:162:0
2021-01-27 08:31:00 UTC,763,IR41,0,2000-0-2T45:162:0
2021-01-27 11:05:00 UTC,764,IR13,1,2000-0-9T45:162:0
2021-01-28 06:16:00 UTC,765,IR17,1,2000-0-7T45:162:0
2021-01-29 06:09:00 UTC,766,IR21,1,2000-0-2T45:162:0
2021-01-29 20:19:00 UTC,767,IR46,0,2000-0-9T45:162:0
2021-01-30 04:50:00 UTC,768,IR44,1,2000-0-5T45:162:0
2021-01-30 07:08:00 UTC,769,IR4,0,2000-0-6T45:162:0
2021-01-31 03:37:00 UTC,770,IR41,0,2000-0-4T45:162:0
2021-02-01 02:08:00 UTC,771,IR8,0,2000-0-5T45:162:0
2021-02-01 13:19:00 UTC,772,IR6,1,2000-0-3T45:162:0
2021-02-02 07:26:00 UTC,773,IR18,0,2000-0-2T45:162:0
2021-02-02 11:11:00 UTC,774,IR38,1,2000-0-6T45:162:0
2021-02-03 00:08:00 UTC,775,IR50,1,2000-0-5T45:162:0
2021-02-03 22:53:00 UTC,776,IR10,1,2000-0-2T45:162:0
2021-02-04 10:42:00 UTC,777,IR39,1,2000-0-6T45:162:0
2021-02-04 12:24:00 UTC,778,IR38,1,2000-0-5T45:162:0
2021-02-05 09:08:00 UTC,779,IR12,1,2000-0-1T45:162:0
2021-02-05 18:54:00 UTC,780,IR28,1,2000-0-9T45:162:0
2021-02-06 12:31:00 UTC,781,IR32,1,2000-0-7T45:162:0
2021-02-07 04:45:00 UTC,782,IR42,0,2000-0-8T45:162:0
2021-02-07 14:28:00 UTC,783,IR1,1,2000-0-6T45:162:0
2021-02-07 19:13:00 UTC,784,IR42,0,2000-0-8T45:162:0
2021-02-08 12:22:00 UTC,785,IR22,0,2000-0-8T45:162:0
2021-02-09 06:06:00 UTC,786,IR42,1,2000-0-6T45:162:0
2021-02-09 11:51:00 UTC,787,IR42,1,2000-0-7T45:162:0
2021-02-10 03:09:00 UTC,788,IR40,0,2000-0-5T45:162:0
2021-02-10 23:41:00 UTC,789,IR32,0,2000-0-4T45:162:0
2021-02-11 17:39:00 UTC,790,IR17,1,2000-0-1T45:162:0
2021-02-11 21:32:00 UTC,791,IR9,1,2000-0-8T45:162:0
2021-02-12 19:29:00 UTC,792,IR26,1,2000-0-3T45:162:0
2021-02-13 11:40:00 UTC,793,IR34,0,2000-0-7T45:162:0
2021-02-13 18:45:00 UTC,794,IR6,1,2000-0-6T45:162:0
2021-02-14 05:45:00 UTC,795,IR44,1,2000-0-8T45:162:0
2021-02-15 02:57:00 UTC,796,IR48,0,2000-0-9T45:162:0
2021-02-15 17:42:00 UTC,797,IR14,1,2000-0-9T45:162:0
2021-02-15 22:14:00 UTC,798,IR5,1,2000-0-5T45:162:0
2021-02-16 08:30:00 UTC,799,IR43,0,2000-0-3T45:162:0
2021-02-16 11:32:00 UTC,800,IR26,0,2000-0-7T45:162:0
2021-02-17 00:13:00 UTC,801,IR32,0,2000-0-3T45:162:0
2021-02-17 04:49:00 UTC,802,IR1,1,2000-0-4T45:162:0
2021-02-17 21:34:00 UTC,803,IR50,0,2000-0-4T45:162:0
2021-02-18 15:21:00 UTC,804,IR44,0,2000-0-9T45:162:0
2021-02-19 09:02:00 UTC,805,IR42,0,2000-0-3T45:162:0
2021-02-20 05:50:00 UTC,806,IR8,0,2000-0-1T45:162:0
2021-02-21 01:43:00 UTC,807,IR9,0,2000-0-7T45:162:0
2021-02-21 21:43:00 UTC,808,IR48,1,2000-0-0T45:162:0
2021-02-22 01:55:00 UTC,809,IR12,0,2000-0-8T45:162:0
2021-02-22 15:33:00 UTC,810,IR48,1,2000-0-2T45:162:0
2021-02-23 11:59:00 UTC,811,IR7,1,2000-0-4T45:162:0
2021-02-24 01:27:00 UTC,812,IR23,1,2000-0-3T45:162:0
2021-02-24 19:05:00 UTC,813,IR40,1,2000-0-8T45:162:0
2021-02-24 23:29:00 UTC,814,IR12,1,2000-0-6T45:162:0
2021-02-25 18:23:00 UTC,815,IR21,0,2000-0-2T45:162:0
2021-02-26 15:42:00 UTC,816,IR2,1,2000-0-0T45:162:0
2021-02-27 14:41:00 UTC,817,IR48,0,2000-0-1T45:162:0
2021-02-27 22:26:00 UTC,818,IR4,0,2000-0-0T45:162:0
2021-02-28 06:27:00 UTC,819,IR49,0,2000-0-6T45:162:0
2021-02-28 23:22:00 UTC,820,IR45,1,2000-0-1T45:162:0
2021-03-01 07:12:00 UTC,821,IR38,0,2000-0-2T45:162:0
2021-03-02 00:00:00 UTC,822,IR43,0,2000-0-8T45:162:0
2021-03-02 02:47:00 UTC,823,IR37,0,2000-0-9T45:162:0
2021-03-02 22:13:00 UTC,824,IR20,1,2000-0-3T45:162:0
2021-03-03 11:03:00 UTC,825,IR34,0,2000-0-5T45:162:0
2021-03-04 06:17:00 UTC,826,IR19,0,2000-0-2T45:162:0
2021-03-04 17:28:00 UTC,827,IR14,1,2000-0-3T45:162:0
2021-03-04 18:36:00 UTC,828,IR4,0,2000-0-7T45:162:0
2021-03-04 22:05:00 UTC,829,IR32,1,2000-0-6T45:162:0
2021-03-05 18:37:00 UTC,830,IR40,1,2000-0-4T45:162:0
2021-03-06 03:34:00 UTC,831,IR38,0,2000-0-0T45:162:0
2021-03-06 10:51:00 UTC,832,IR10,1,2000-0-1T45:162:0
2021-03-06 17:51:00 UTC,833,IR21,1,2000-0-7T45:162:0
2021-03-06 19:52:00 UTC,834,IR21,1,2000-0-4T45:162:0
2021-03-07 00:34:00 UTC,835,IR18,1,2000-0-6T45:162:0
2021-03-07 07:37:00 UTC,836,IR29,0,2000-0-2T45:162:0
2021-03-07 21:05:00 UTC,837,IR24,0,2000-0-5T45:162:0
2021-03-08 11:14:00 UTC,838,IR19,1,2000-0-5T45:162:0
2021-03-08 14:48:00 UTC,839,IR46,1,2000-0-5T45:162:0
2021-03-08 22:09:00 UTC,840,IR28,0,2000-0-9T45:162:0
2021-03-09 01:36:00 UTC,841,IR30,0,2000-0-0T45:162:0
2021-03-09 11:08:00 UTC,842,IR17,1,2000-0-2T45:162:0
2021-03-09 14:04:00 UTC,843,IR7,0,2000-0-7T45:162:0
2021-03-10 00:57:00 UTC,844,IR20,1,2000-0-4T45:162:0
2021-03-10 15:35:00 UTC,845,IR32,1,2000-0-8T45:162:0
2021-03-11 15:31:00 UTC,846,IR30,1,2000-0-6T45:162:0
2021-03-11 17:40:00 UTC,847,IR6,1,2000-0-9T45:162:0
2021-03-12 08:11:00 UTC,848,IR36,1,2000-0-4T45:162:0
2021-03-12 12:19:00 UTC,849,IR38,0,2000-0-8T45:162:0
2021-03-13 11:09:00 UTC,850,IR14,0,2000-0-1T45:162:0
2021-03-13 23:42:00 UTC,851,IR40,1,2000-0-8T45:162:0
2021-03-14 05:19:00 UTC,852,IR16,1,2000-0-5T45:162:0
2021-03-15 00:11:00 UTC,853,IR38,1,2000-0-3T45:162:0
2021-03-15 13:33:00 UTC,854,IR47,1,2000-0-3T45:162:0
2021-03-16 04:28:00 UTC,855,IR50,1,2000-0-7T45:162:0
2021-03-16 06:36:00 UTC,856,IR32,1,2000-0-0T45:162:0
2021-03-16 15:14:00 UTC,857,IR31,1,2000-0-7T45:162:0
2021-03-16 19:39:00 UTC,858,IR32,1,2000-0-0T45:162:0
2021-03-17 15:15:00 UTC,859,IR43,1,2000-0-0T45:162:0
2021-03-18 09:23:00 UTC,860,IR19,0,2000-0-1T45:162:0
2021-03-18 18:10:00 UTC,861,IR35,1,2000-0-0T45:162:0
2021-03-19 06:26:00 UTC,862,IR15,0,2000-0-6T45:162:0
2021-03-20 01:55:00 UTC,863,IR34,1,2000-0-6T45:162:0
2021-03-20 11:26:00 UTC,864,IR19,1,2000-0-7T45:162:0
2021-03-21 10:47:00 UTC,865,IR46,1,2000-0-1T45:162:0
2021-03-21 16:55:00 UTC,866,IR2,1,2000-0-5T45:162:0
2021-03-22 07:39:00 UTC,867,IR24,0,2000-0-2T45:162:0
2021-03-23 00:52:00 UTC,868,IR16,1,2000-0-7T45:162:0
2021-03-23 13:43:00 UTC,869,IR39,1,2000-0-0T45:162:0
2021-03-23 21:17:00 UTC,870,IR20,1,2000-0-3T45:162:0
2021-03-24 12:50:00 UTC,871,IR18,0,2000-0-2T45:162:0
2021-03-25 11:17:00 UTC,872,IR23,1,2000-0-6T45:162:0
2021-03-25 15:51:00 UTC,873,IR44,0,2000-0-7T45:162:0
2021-03-26 02:08:00 UTC,874,IR8,0,2000-0-8T45:162:0
2021-03-26 06:43:00 UTC,875,IR21,0,2000-0-5T45:162:0
2021-03-26 13:28:00 UTC,876,IR39,0,2000-0-3T45:162:0
2021-03-26 22:14:00 UTC,877,IR38,1,2000-0-7T45:162:0
2021-03-27 19:57:00 UTC,878,IR32,1,2000-0-5T45:162:0
2021-03-28 11:15:00 UTC,879,IR6,0,2000-0-0T45:162:0
2021-03-28 20:43:00 UTC,880,IR36,1,2000-0-4T45:162:0
2021-03-28 23:31:00 UTC,881,IR49,1,2000-0-0T45:162:0
2021-03-29 03:31:00 UTC,882,IR39,0,2000-0-5T45:162:0
2021-03-30 02:42:00 UTC,883,IR1,0,2000-0-4T45:162:0
2021-03-30 07:15:00 UTC,884,IR2,1,2000-0-1T45:162:0
2021-03-30 14:40:00 UTC,885,IR39,1,2000-0-6T45:162:0
2021-03-30 20:13:00 UTC,886,IR20,0,2000-0-5T45:162:0
2021-03-31 16:59:00 UTC,887,IR31,0,2000-0-2T45:162:0
2021-04-01 01:44:00 UTC,888,IR49,1,2000-0-1T45:162:0
2021-04-01 18:10:00 UTC,889,IR1,1,2000-0-4T45:162:0
2021-04-02 02:51:00 UTC,890,IR30,1,2000-0-7T45:162:0
2021-04-02 08:52:00 UTC,891,IR31,0,2000-0-9T45:162:0
2021-04-03 05:11:00 UTC,892,IR23,0,2000-0-0T45:162:0
2021-04-03 23:02:00 UTC,893,IR14,0,2000-0-9T45:162:0
2021-04-04 06:45:00 UTC,894,IR11,0,2000-0-7T45:162:0
2021-04-04 13:17:00 UTC,895,IR7,0,2000-0-9T45:162:0
2021-04-05 00:08:00 UTC,896,IR39,0,2000-0-0T45:162:0
2021-04-05 21:57:00 UTC,897,IR31,1,2000-0-1T45:162:0
2021-04-06 14:50:00 UTC,898,IR1,0,2000-0-9T45:162:0
2021-04-07 10:40:00 UTC,899,IR27,0,2000-0-0T45:162:0
2021-04-08 05:15:00 UTC,900,IR43,1,2000-0-8T45:162:0
2021-04-08 18:51:00 UTC,901,IR3,0,2000-0-5T45:162:0
2021-04-08 21:03:00 UTC,902,IR27,1,2000-0-6T45:162:0
2021-04-09 12:59:00 UTC,903,IR29,1,2000-0-7T45:162:0
2021-04-10 10:00:00 UTC,904,IR46,1,2000-0-5T45:162:0
2021-04-11 03:43:00 UTC,905,IR37,1,2000-0-1T45:162:0
2021-04-11 08:02:00 UTC,906,IR25,0,2000-0-5T45:162:0
2021-04-11 16:47:00 UTC,907,IR13,1,2000-0-5T45:162:0
2021-04-12 01:26:00 UTC,908,IR22,0,2000-0-4T45:162:0
2021-04-12 06:54:00 UTC,909,IR18,0,2000-0-0T45:162:0
2021-04-13 03:53:00 UTC,910,IR1,1,2000-0-1T45:162:0
2021-04-13 09:36:00 UTC,911,IR28,1,2000-0-1T45:162:0
2021-04-14 04:48:00 UTC,912,IR38,1,2000-0-0T45:162:0
2021-04-14 21:17:00 UTC,913,IR41,0,2000-0-1T45:162:0
2021-04-15 08:15:00 UTC,914,IR21,0,2000-0-8T45:162:0
2021-04-15 22:37:00 UTC,915,IR6,0,2000-0-6T45:162:0
2021-04-16 00:10:00 UTC,916,IR11,0,2000-0-6T45:162:0
2021-04-16 02:52:00 UTC,917,IR11,1,2000-0-6T45:162:0
2021-04-17 00:42:00 UTC,918,IR27,0,2000-0-9T45:162:0
2021-04-17 15:36:00 UTC,919,IR19,0,2000-0-0T45:162:0
2021-04-18 02:38:00 UTC,920,IR17,1,2000-0-0T45:162:0
2021-04-18 06:51:00 UTC,921,IR12,1,2000-0-7T45:162:0
2021-04-18 14:57:00 UTC,922,IR3,1,2000-0-6T45:162:0
2021-04-19 07:08:00 UTC,923,IR17,0,2000-0-7T45:162:0
2021-04-19 11:50:00 UTC,924,IR23,1,2000-0-2T45:162:0
2021-04-19 16:05:00 UTC,925,IR4,1,2000-0-4T45:162:0
2021-04-20 03:32:00 UTC,926,IR44,0,2000-0-2T45:162:0
2021-04-20 22:48:00 UTC,927,IR36,1,2000-0-7T45:162:0
2021-04-21 22:15:00 UTC,928,IR25,0,2000-0-5T45:162:0
2021-04-22 22:02:00 UTC,929,IR39,1,2000-0-2T45:162:0
2021-04-23 21:59:00 UTC,930,IR45,0,2000-0-9T45:162:0
2021-04-24 10:50:00 UTC,931,IR24,0,2000-0-7T45:162:0
2021-04-24 20:33:00 UTC,932,IR28,0,2000-0-5T45:162:0
2021-04-25 14:54:00 UTC,933,IR13,0,2000-0-3T45:162:0
2021-04-26 10:43:00 UTC,934,IR40,0,2000-0-1T45:162:0
2021-04-27 02:38:00 UTC,935,IR50,0,2000-0-4T45:162:0
2021-04-27 06:35:00 UTC,936,IR13,0,2000-0-3T45:162:0
2021-04-27 11:24:00 UTC,937,IR49,0,2000-0-2T45:162:0
2021-04-27 20:04:00 UTC,938,IR39,0,2000-0-6T45:162:0
2021-04-28 05:27:00 UTC,939,IR28,1,2000-0-9T45:162:0
2021-04-28 10:21:00 UTC,940,IR1,0,2000-0-4T45:162:0
2021-04-28 12:17:00 UTC,941,IR25,0,2000-0-3T45:162:0
2021-04-29 03:51:00 UTC,942,IR35,1,2000-0-1T45:162:0
2021-04-29 17:20:00 UTC,943,IR19,1,2000-0-6T45:162:0
2021-04-30 09:28:00 UTC,944,IR18,0,2000-0-5T45:162:0
2021-04-30 18:07:00 UTC,945,IR46,0,2000-0-1T45:162:0
2021-05-01 09:43:00 UTC,946,IR15,1,2000-0-8T45:162:0
2021-05-02 05:32:00 UTC,947,IR1,0,2000-0-2T45:162:0
2021-05-03 03:31:00 UTC,948,IR22,1,2000-0-5T45:162:0
2021-05-03 19:10:00 UTC,949,IR21,1,2000-0-4T45:162:0
2021-05-04 07:17:00 UTC,950,IR27,1,2000-0-6T45:162:0
2021-05-04 19:48:00 UTC,951,IR6,1,2000-0-6T45:162:0
2021-05-05 17:53:00 UTC,952,IR42,1,2000-0-8T45:162:0
2021-05-06 01:22:00 UTC,953,IR41,1,2000-0-3T45:162:0
2021-05-06 16:46:00 UTC,954,IR42,0,2000-0-7T45:162:0
2021-05-07 12:17:00 UTC,955,IR27,1,2000-0-3T45:162:0
2021-05-07 19:46:00 UTC,956,IR48,0,2000-0-2T45:162:0
2021-05-08 08:53:00 UTC,957,IR48,0,2000-0-7T45:162:0
2021-05-08 12:26:00 UTC,958,IR23,0,2000-0-4T45:162:0
2021-05-08 17:17:00 UTC,959,IR17,0,2000-0-6T45:162:0
2021-05-09 08:41:00 UTC,960,IR37,0,2000-0-1T45:162:0
2021-05-09 23:08:00 UTC,961,IR16,0,2000-0-1T45:162:0
2021-05-10 13:17:00 UTC,962,IR36,0,2000-0-7T45:162:0
2021-05-10 15:21:00 UTC,963,IR42,1,2000-0-8T45:162:0
2021-05-10 18:18:00 UTC,964,IR3,0,2000-0-2T45:162:0
2021-05-11 05:00:00 UTC,965,IR37,0,2000-0-4T45:162:0
2021-05-11 08:09:00 UTC,966,IR46,1,2000-0-0T45:162:0
2021-05-11 19:41:00 UTC,967,IR15,0,2000-0-6T45:162:0
2021-05-12 09:04:00 UTC,968,IR42,1,2000-0-4T45:162:0
2021-05-12 22:02:00 UTC,969,IR49,1,2000-0-1T45:162:0
2021-05-13 00:11:00 UTC,970,IR37,0,2000-0-1T45:162:0
2021-05-13 19:04:00 UTC,971,IR33,0,2000-0-9T45:162:0
2021-05-13 23:20:00 UTC,972,IR32,0,2000-0-3T45:162:0
2021-05-14 11:20:00 UTC,973,IR21,1,2000-0-3T45:162:0
2021-05-14 20:44:00 UTC,974,IR43,1,2000-0-7T45:162:0
2021-05-15 14:54:00 UTC,975,IR13,0,2000-0-5T45:162:0
2021-05-16 10:54:00 UTC,976,IR39,1,2000-0-9T45:162:0
2021-05-16 13:48:00 UTC,977,IR6,1,2000-0-0T45:162:0
2021-05-16 17:15:00 UTC,978,IR14,1,2000-0-2T45:162:0
2021-05-17 09:07:00 UTC,979,IR35,1,2000-0-8T45:162:0
2021-05-17 12:22:00 UTC,980,IR44,0,2000-0-4T45:162:0
2021-05-18 03:52:00 UTC,981,IR17,1,2000-0-5T45:162:0
2021-05-18 22:05:00 UTC,982,IR4,1,2000-0-1T45:162:0
2021-05-19 18:35:00 UTC,983,IR22,0,2000-0-8T45:162:0
2021-05-20 05:20:00 UTC,984,IR38,0,2000-0-0T45:162:0
2021-05-20 06:34:00 UTC,985,IR46,0,2000-0-1T45:162:0
2021-05-20 11:47:00 UTC,986,IR16,1,2000-0-1T45:162:0
2021-05-20 17:49:00 UTC,987,IR14,1,2000-0-5T45:162:0
2021-05-21 00:33:00 UTC,988,IR24,0,2000-0-4T45:162:0
2021-05-21 11:47:00 UTC,989,IR30,0,2000-0-6T45:162:0
2021-05-21 13:51:00 UTC,990,IR23,0,2000-0-7T45:162:0
2021-05-21 18:35:00 UTC,991,IR20,1,2000-0-2T45:162:0
2021-05-22 11:04:00 UTC,992,IR29,0,2000-0-5T45:162:0
2021-05-22 21:53:00 UTC,993,IR17,0,2000-0-5T45:162:0
2021-05-23 12:37:00 UTC,994,IR11,0,2000-0-3T45:162:0
2021-05-24 00:52:00 UTC,995,IR45,0,2000-0-6T45:162:0
2021-05-24 14:34:00 UTC,996,IR26,0,2000-0-3T45:162:0
2021-05-25 11:08:00 UTC,997,IR38,0,2000-0-7T45:162:0
2021-05-25 16:53:00 UTC,998,IR21,1,2000-0-0T45:162:0
2021-05-25 18:57:00 UTC,999,IR35,1,2000-0-5T45:162:0
2021-05-25 22:13:00 UTC,1000,IR27,0,2000-0-3T45:162:0
2021-05-26 07:41:00 UTC,1001,IR49,1,2000-0-5T45:162:0
2021-05-26 21:30:00 UTC,1002,IR23,1,2000-0-3T45:162:0
2021-05-27 06:59:00 UTC,1003,IR35,1,2000-0-3T45:162:0
2021-05-27 16:30:00 UTC,1004,IR46,0,2000-0-7T45:162:0
2021-05-28 04:47:00 UTC,1005,IR45,0,2000-0-3T45:162:0
2021-05-28 21:09:00 UTC,1006,IR40,0,2000-0-6T45:162:0
2021-05-29 04:39:00 UTC,1007,IR27,0,2000-0-8T45:162:0
2021-05-29 06:25:00 UTC,1008,IR43,0,2000-0-1T45:162:0
2021-05-29 09:22:00 UTC,1009,IR33,1,2000-0-7T45:162:0
2021-05-29 18:09:00 UTC,1010,IR19,0,2000-0-9T45:162:0
2021-05-30 02:23:00 UTC,1011,IR17,0,2000-0-1T45:162:0
2021-05-30 03:43:00 UTC,1012,IR29,0,2000-0-4T45:162:0
2021-05-30 10:47:00 UTC,1013,IR43,0,2000-0-9T45:162:0
2021-05-31 06:26:00 UTC,1014,IR45,0,2000-0-9T45:162:0
2021-05-31 14:00:00 UTC,1015,IR6,1,2000-0-6T45:162:0
2021-06-01 12:30:00 UTC,1016,IR37,1,2000-0-6T45:162:0
2021-06-02 11:53:00 UTC,1017,IR32,1,2000-0-3T45:162:0
2021-06-02 13:44:00 UTC,1018,IR47,1,2000-0-2T45:162:0
2021-06-03 10:25:00 UTC,1019,IR47,0,2000-0-8T45:162:0
2021-06-03 13:45:00 UTC,1020,IR20,1,2000-0-9T45:162:0
2021-06-04 07:42:00 UTC,1021,IR46,0,2000-0-5T45:162:0
2021-06-04 20:11:00 UTC,1022,IR25,1,2000-0-8T45:162:0
2021-06-05 14:51:00 UTC,1023,IR13,1,2000-0-8T45:162:0
2021-06-05 17:02:00 UTC,1024,IR50,1,2000-0-5T45:162:0
2021-06-06 08:24:00 UTC,1025,IR29,1,2000-0-7T45:162:0
2021-06-06 21:24:00 UTC,1026,IR7,0,2000-0-7T45:162:0
2021-06-06 23:28:00 UTC,1027,IR16,0,2000-0-8T45:162:0
2021-06-07 09:55:00 UTC,1028,IR11,1,2000-0-8T45:162:0
2021-06-07 12:58:00 UTC,1029,IR19,1,2000-0-8T45:162:0
2021-06-08 11:49:00 UTC,1030,IR41,1,2000-0-6T45:162:0
2021-06-09 07:19:00 UTC,1031,IR33,0,2000-0-3T45:162:0
2021-06-09 18:33:00 UTC,1032,IR4,0,2000-0-7T45:162:0
2021-06-09 20:28:00 UTC,1033,IR26,0,2000-0-4T45:162:0
2021-06-09 23:26:00 UTC,1034,IR28,0,2000-0-8T45:162:0
2021-06-10 14:21:00 UTC,1035,IR6,1,2000-0-5T45:162:0
2021-06-11 06:33:00 UTC,1036,IR42,0,2000-0-4T45:162:0
2021-06-11 15:57:00 UTC,1037,IR28,1,2000-0-0T45:162:0
2021-06-12 15:50:00 UTC,1038,IR30,0,2000-0-4T45:162:0
2021-06-12 21:46:00 UTC,1039,IR47,0,2000-0-5T45:162:0
2021-06-13 14:52:00 UTC,1040,IR1,1,2000-0-5T45:162:0
2021-06-14 08:19:00 UTC,1041,IR30,0,2000-0-5T45:162:0
2021-06-15 01:57:00 UTC,1042,IR21,1,2000-0-7T45:162:0
2021-06-15 11:48:00 UTC,1043,IR27,0,2000-0-0T45:162:0
2021-06-16 04:40:00 UTC,1044,IR23,1,2000-0-0T45:162:0
2021-06-16 21:25:00 UTC,1045,IR43,0,2000-0-2T45:162:0
2021-06-17 05:44:00 UTC,1046,IR44,0,2000-0-4T45:162:0
2021-06-17 17:05:00 UTC,1047,IR23,0,2000-0-5T45:162:0
2021-06-17 19:01:00 UTC,1048,IR8,1,2000-0-2T45:162:0
2021-06-18 00:27:00 UTC,1049,IR1,0,2000-0-8T45:162:0
2021-06-18 19:14:00 UTC,1050,IR12,0,2000-0-3T45:162:0
2021-06-19 18:54:00 UTC,1051,IR13,1,2000-0-7T45:162:0
2021-06-20 09:16:00 UTC,1052,IR17,1,2000-0-6T45:162:0
2021-06-20 21:19:00 UTC,1053,IR48,1,2000-0-5T45:162:0
2021-06-21 16:17:00 UTC,1054,IR39,1,2000-0-7T45:162:0
2021-06-22 12:27:00 UTC,1055,IR22,0,2000-0-1T45:162:0
2021-06-22 15:52:00 UTC,1056,IR27,0,2000-0-2T45:162:0
2021-06-22 17:34:00 UTC,1057,IR19,1,2000-0-6T45:162:0
2021-06-23 17:04:00 UTC,1058,IR36,1,2000-0-1T45:162:0
2021-06-23 21:25:00 UTC,1059,IR7,1,2000-0-3T45:162:0
2021-06-24 02:45:00 UTC,1060,IR49,0,2000-0-7T45:162:0
2021-06-25 01:30:00 UTC,1061,IR22,1,2000-0-8T45:162:0
2021-06-25 22:03:00 UTC,1062,IR24,0,2000-0-0T45:162:0
2021-06-26 09:28:00 UTC,1063,IR20,1,2000-0-7T45:162:0
2021-06-26 20:51:00 UTC,1064,IR23,0,2000-0-6T45:162:0
2021-06-27 18:08:00 UTC,1065,IR16,1,2000-0-7T45:162:0
2021-06-28 01:32:00 UTC,1066,IR13,1,2000-0-6T45:162:0
2021-06-28 06:14:00 UTC,1067,IR47,0,2000-0-8T45:162:0
2021-06-29 00:15:00 UTC,1068,IR50,0,2000-0-8T45:162:0
2021-06-29 11:52:00 UTC,1069,IR15,0,2000-0-1T45:162:0
2021-06-29 23:01:00 UTC,1070,IR5,0,2000-0-9T45:162:0
2021-06-30 17:48:00 UTC,1071,IR15,0,2000-0-7T45:162:0
2021-07-01 08:43:00 UTC,1072,IR2,1,2000-0-2T45:162:0
2021-07-02 03:18:00 UTC,1073,IR39,1,2000-0-2T45:162:0
2021-07-03 01:39:00 UTC,1074,IR11,0,2000-0-2T45:162:0
2021-07-03 21:11:00 UTC,1075,IR12,0,2000-0-4T45:162:0
2021-07-03 23:36:00 UTC,1076,IR6,1,2000-0-6T45:162:0
2021-07-04 15:49:00 UTC,1077,IR31,0,2000-0-1T45:162:0
2021-07-05 07:48:00 UTC,1078,IR17,1,2000-0-0T45:162:0
2021-07-05 17:46:00 UTC,1079,IR41,1,2000-0-2T45:162:0
2021-07-06 14:57:00 UTC,1080,IR25,1,2000-0-4T45:162:0
2021-07-07 00:33:00 UTC,1081,IR17,1,2000-0-7T45:162:0
2021-07-07 11:22:00 UTC,1082,IR23,0,2000-0-3T45:162:0
2021-07-07 19:58:00 UTC,1083,IR44,1,2000-0-8T45:162:0
2021-07-08 14:11:00 UTC,1084,IR22,1,2000-0-1T45:162:0
2021-07-09 00:30:00 UTC,1085,IR17,1,2000-0-8T45:162:0
2021-07-09 07:02:00 UTC,1086,IR24,0,2000-0-0T45:162:0
2021-07-10 04:32:00 UTC,1087,IR47,0,2000-0-0T45:162:0
2021-07-11 03:09:00 UTC,1088,IR23,1,2000-0-1T45:162:0
2021-07-11 17:01:00 UTC,1089,IR26,1,2000-0-8T45:162:0
2021-07-12 05:46:00 UTC,1090,IR18,1,2000-0-1T45:162:0
2021-07-12 10:28:00 UTC,1091,IR37,1,2000-0-7T45:162:0
2021-07-12 21:27:00 UTC,1092,IR39,0,2000-0-9T45:162:0
2021-07-13 21:22:00 UTC,1093,IR26,0,2000-0-3T45:162:0
2021-07-14 20:30:00 UTC,1094,IR8,0,2000-0-7T45:162:0
2021-07-14 21:48:00 UTC,1095,IR4,1,2000-0-8T45:162:0
2021-07-15 04:37:00 UTC,1096,IR6,1,2000-0-1T45:162:0
2021-07-15 10:17:00 UTC,1097,IR9,0,2000-0-4T45:162:0
2021-07-15 14:49:00 UTC,1098,IR22,0,2000-0-5T45:162:0
2021-07-15 16:12:00 UTC,1099,IR28,0,2000-0-5T45:162:0
